word_id	word	postag	lemma	gold_head	gold_label	pred_head	pred_label
2	saH	nom. sg. m.	saH	7	karwa	7	karwa
3	gfhAt	abl. sg. n.	gfhAt	4	upapaxasambanxah	7	apaxanam
4	bahiH	loc. sg. n.	bahiH	7	axikaranam	7	axikaranam
5	eva	prep.	eva	4	sambanxah	4	sambanxah
6	KawvAyAm	loc. sg. f.	KawvAyAm	7	axikaranam	7	axikaranam
7	suptaH	pp.	suptaH	0	root	0	root

1	kamalam	nom. sg. n.	kamalam	3	karwa	2	viseranam
2	alIn	acc. pl. m.	alIn	3	karma	3	karma
3	prIRayati	ca. ppr. ac.	prIRayati	0	root	0	root

1	aham	nom. sg. *	aham	7	karwa	7	karwa
2	pratyekam	loc. sg. m.	pratyekam	3	viseranam	3	viseranam
3	tezu	loc. pl. n.	tezu	6	axikaranam	5	sambanxah
4	ekaSatarUpyakARAm	g. pl. m.	ekaSatarUpyakARAm	5	rartisambanxah	5	rartisambanxah
5	karam	acc. sg. m.	karam	6	karma	7	karwa
6	yojitavAn	nom. sg. m.	yojitavAn	7	karwqsamanaxikaranam	7	karwqsamanaxikaranam
7	asmi	pr. [2] ac. sg. 1	asmi	0	root	0	root

1	rAjA	nom. du. m.	rAjA	6	karwa	6	karwa
2	ekAkI	nom. sg. m.	ekAkI	1	karwqsamanaxikaranam	6	karwqsamanaxikaranam
3	eva	prep.	eva	4	sambanxah	2	sambanxah
4	tAm	acc. sg. f.	tAm	6	karma	5	karma
5	Anetum	inf.	Anetum	6	prayojanam	6	prayojanam
6	nirgataH	pp.	nirgataH	0	root	0	root

1	SyAmasundaraH	nom. sg. m.	SyAmasundaraH	3	karwa	3	karwa
2	uttaraM	acc. sg. m.	uttaraM	3	karma	3	karma
3	dattavAn	pp. . sg.	dattavAn	0	root	0	root
4	iti	conj.	iti	3	sambanxah	3	sambanxah

1	anena	inst. sg. m.	anena	5	karanam	2	hewuh
2	SizyARAm	g. pl. m.	SizyARAm	3	rartisambanxah	3	rartisambanxah
3	AScaryam	nom. sg. n.	AScaryam	5	karwa	5	karwa
4	tu	conj.	tu	3	sambanxah	3	sambanxah
5	aBavat	impft . ac. sg. 3	aBavat	0	root	0	root
6	eva	conj.	eva	5	sambanxah	5	sambanxah

1	sarvadA	conj.	sarvadA	4	axikaranam	4	axikaranam
2	sUryodayAt	abl. sg. m.	sUryodayAt	3	upapaxasambanxah	3	upapaxasambanxah
3	prAk	conj.	prAk	4	axikaranam	4	axikaranam
4	uttizWet	opt. ac. sg. 3	uttizWet	0	root	0	root

1	evam	conj.	evam	3	sambanxah	3	kriyaviseranam
2	atraBavantaH	nom. pl. m.	atraBavantaH	3	karwa	3	karwa
3	vidAMkurvantu	imp. ac. pl. 3	vidAMkurvantu	0	root	0	root

1	tataH	abl. sg. m.	tataH	7	anuyogi	2	hewuh
2	rAmaH	nom. sg. m.	rAmaH	6	karwa	7	karwa
3	janasaMsadi	loc. sg. f.	janasaMsadi	6	axikaranam	6	axikaranam
4	tAm	acc. sg. f.	tAm	6	sambanxah	5	viseranam
5	paruzam	acc. sg. m.	paruzam	6	sambanxah	6	karma
6	upAgamat	inj. [2] ac. sg. 3	upAgamat	1	prawiyogi	7	karwqsamanaxikaranam
7	uvAca	pft. ac. sg. 3	uvAca	0	root	0	root

1	na	part.	na	6	sambanxah	6	sambanxah
2	ca	conj.	ca	1	sambanxah	0	root
3	mAm	acc. sg. *	mAm	6	karma	6	karma
4	narakagAminam	acc. sg. m.	narakagAminam	6	karmasamanaxikaranam	6	karma
5	eva	prep.	eva	4	sambanxah	4	sambanxah
6	karotu	imp. [8] ac. sg. 3	karotu	0	root	2	samucciwam
7	iti	part.	iti	6	sambanxah	6	sambanxah

1	ekasmin	loc. sg. n.	ekasmin	2	viseranam	2	viseranam
2	dine	loc. sg. n.	dine	5	axikaranam	5	axikaranam
3	sA	nom. sg. f.	sA	5	karwa	5	karwa
4	svaBartAram	acc. sg. m.	svaBartAram	5	karma	5	kriyaviseranam
5	kaTitavatI	ppa.	kaTitavatI	0	root	0	root

1	putri	voc. sg. f.	putri	5	samboxyah	5	samboxyah
2	tava	g. sg. *	tava	3	rartisambanxah	3	rartisambanxah
3	kaTanam	nom. sg. n.	kaTanam	5	karwa	5	karwa
4	satyam	nom. sg. n.	satyam	5	karwqsamanaxikaranam	5	karwqsamanaxikaranam
5	asti	pr. [2] ac. sg. 3	asti	0	root	0	root

1	rAmaH	nom. sg. m.	rAmaH	5	karwa	5	karwa
2	sugrIvasya	g. sg. m.	sugrIvasya	3	rartisambanxah	3	rartisambanxah
3	sahAyatayA	inst. sg. f.	sahAyatayA	5	hewuh	5	hewuh
4	laMkAm	acc. sg. f.	laMkAm	5	karma	5	karma
5	aByadravat	impft . ac. sg. 3	aByadravat	0	root	0	root

1	kavayaH	nom. pl. m.	kavayaH	5	karwa	5	karwa
2	lokezu	loc. pl. m.	lokezu	5	axikaranam	5	axikaranam
3	vIrARAM	g. pl. m.	vIrARAM	4	rartisambanxah	4	rartisambanxah
4	parAkramAn	acc. pl. m.	parAkramAn	5	karma	5	karma
5	praTayanti	pr. ac. pl. 3	praTayanti	0	root	0	root

1	kaTam	adv.	kaTam	4	kriyaviseranam	4	kriyaviseranam
2	tvam	nom. sg. *	tvam	4	karwa	4	karwa
3	jIvitaH	nom. sg. m.	jIvitaH	4	karwqsamanaxikaranam	4	karwqsamanaxikaranam
4	tizWasi	pr. [1] ac. sg. 2	tizWasi	0	root	0	root

1	te	nom. du. n.	te	5	karwa	3	viseranam
2	eva	prep.	eva	1	sambanxah	1	sambanxah
3	viviDaviSramBasAkziRaH	nom. sg. m.	viviDaviSramBasAkziRaH	4	viseranam	4	viseranam
4	godAvarIkAnanodveSAH	nom. sg. m.	godAvarIkAnanodveSAH	5	karwqsamanaxikaranam	5	karwa
5	santi	pr. [2] ac. pl. 3	santi	0	root	0	root

1	yadi	conj.	yadi	4	sambanxah	4	sambanxah
2	putrI	nom. sg. f.	putrI	3	karwa	3	karwa
3	BavitA	per. fut. ac. sg. 3	BavitA	1	prawiyogi	1	prawiyogi
4	tarhi	adv.	tarhi	8	anuyogi	8	anuyogi
5	tasyAH	g. sg. f.	tasyAH	6	rartisambanxah	6	rartisambanxah
6	nAma	acc. sg. m.	nAma	7	viseranam	7	rartisambanxah
7	manoramAm	acc. sg. m.	manoramAm	8	karma	8	karwa
8	rakzizyAmi	fut. ac. sg. 1	rakzizyAmi	0	root	0	root

1	mA	acc. sg. *.	mA	0	root	3	sambanxah
2	tAvat	acc. sg. n.	tAvat	1	sambanxah	3	sambanxah
3	anAtmaje	loc. sg. m.	anAtmaje	1	samboxyah	0	root

1	tena	i. sg. m.	tena	3	viseranam	6	hewuh
2	mahatA	i. sg. m.	mahatA	3	viseranam	3	rartisambanxah
3	nAdena	i. sg. m.	nAdena	6	hewuh	6	karanam
4	harISvaraH	nom. sg. m.	harISvaraH	5	viseranam	5	viseranam
5	vAlI	nom. du. m.	vAlI	6	karwa	6	karwa
6	nirjagAma	pft. ac. sg. 3	nirjagAma	0	root	0	root

1	vyADaM	acc. sg. m.	vyADaM	2	karma	2	karma
2	dfzwvA	conj.	dfzwvA	6	purvakalah	6	purvakalah
3	sarve	acc. du. n.	sarve	5	viseranam	5	viseranam
4	api	conj.	api	3	sambanxah	3	sambanxah
5	mfgAH	voc. pl. m.	mfgAH	6	karwa	6	karwa
6	palAyitAH	pp. . pl.	palAyitAH	0	root	0	root

1	kaliByaH	abl. pl. m.	kaliByaH	3	apaxanam	2	viseranam
2	duHKAni	nom. pl. n.	duHKAni	3	karwa	3	karwa
3	udBavanti	pr. [1] ac. pl. 3	udBavanti	0	root	0	root

1	janEH	i. pl. m.	janEH	2	karanam	2	karwa
2	pfzwaH	nom. sg. m.	pfzwaH	4	viseranam	4	viseranam
3	ca	conj.	ca	2	sambanxah	7	sambanxah
4	saH	nom. sg. m.	saH	7	karwa	7	karwa
5	evam	adv.	evam	7	kriyaviseranam	7	kriyaviseranam
6	uttaram	acc. sg. m.	uttaram	7	karma	7	karma
7	adadAt	impft. [3] ac. sg. 3	adadAt	0	root	0	root

1	cittam	nom. sg. n.	cittam	6	karwa	6	karwa
2	sTiram	acc. sg. m.	sTiram	6	karwqsamanaxikaranam	6	karma
3	na	conj.	na	6	sambanxah	6	sambanxah
4	kasya	g. sg. m.	kasya	1	rartisambanxah	1	rartisambanxah
5	api	conj.	api	4	sambanxah	4	sambanxah
6	Bavati	pr. ac. sg. 3	Bavati	0	root	0	root

1	mahAtmA	nom. sg. m.	mahAtmA	4	karwa	4	karwa
2	api	conj.	api	1	sambanxah	1	sambanxah
3	agre	loc. du. n.	agre	4	axikaranam	4	axikaranam
4	pracalitaH	pp.	pracalitaH	0	root	0	root
5	iti	part.	iti	4	sambanxah	4	sambanxah

1	kadAcit	loc. sg. n.	kadAcit	4	axikaranam	4	axikaranam
2	sA	nom. sg. f.	sA	4	karwa	4	karwa
3	kAryam	acc. sg. m.	kAryam	4	karma	4	karma
4	sADayet	ca. opt. ac. sg. 3	sADayet	0	root	0	root

1	purA	loc. sg. m.	purA	2	axikaranam	8	axikaranam
2	vaNgadeSe	loc. sg. m.	vaNgadeSe	8	axikaranam	4	viseranam
3	navadvIpe	loc. sg. m.	navadvIpe	8	axikaranam	4	viseranam
4	nyAyaSAstrasya	g. sg. n.	nyAyaSAstrasya	5	rartisambanxah	8	axikaranam
5	ekaH	nom. sg. m.	ekaH	6	viseranam	8	sambanxah
6	mahAn	nom. sg. m.	mahAn	7	viseranam	7	viseranam
7	paRqitaH	nom. sg. m.	paRqitaH	8	karwa	8	karwqsamanaxikaranam
8	saYjAtaH	pp.	saYjAtaH	0	root	0	root

1	parantu	conj.	parantu	5	sambanxah	5	sambanxah
2	AcAryaH	nom. sg. m.	AcAryaH	5	karwa	5	karwa
3	tasmE	dat. sg. n.	tasmE	4	sampraxanam	5	sampraxanam
4	vidyAdAnam	acc. sg. n.	vidyAdAnam	5	karma	5	karma
5	kftavAn	ppa.	kftavAn	0	root	0	root
6	eva	prep.	eva	5	sambanxah	5	sambanxah
7	nahi	part.	nahi	5	sambanxah	5	sambanxah

1	yat	conj.	yat	8	sambanxah	8	sambanxah
2	saH	nom. sg. m.	saH	3	viseranam	3	viseranam
3	rAjayakzmA	nom. sg. m.	rAjayakzmA	8	karwa	8	karwa
4	rogARAm	g. pl. m.	rogARAm	5	prawiyogi	5	prawiyogi
5	iva	conj.	iva	6	anuyogi	7	anuyogi
6	mahIBftAM	g. pl. m.	mahIBftAM	7	rartisambanxah	7	rartisambanxah
7	samUhaH	nom. sg. n.	samUhaH	8	karwqsamanaxikaranam	8	karwqsamanaxikaranam
8	asti	pr. ac. sg. 3	asti	0	root	0	root

1	tataH	loc. sg. m.	tataH	5	axikaranam	4	apaxanam
2	ayam	nom. sg. m.	ayam	5	karwa	5	karwa
3	mahizIm	acc. sg. f.	mahizIm	4	karma	4	karma
4	kretum	inf.	kretum	5	prayojanam	5	prayojanam
5	kaTitavAn	ppa.	kaTitavAn	0	root	0	root

1	taTAhi	conj.	taTAhi	6	sambanxah	6	sambanxah
2	aho	conj.	aho	6	sambanxah	6	sambanxah
3	manoBUH	nom. sg. m.	manoBUH	6	karwa	6	karwa
4	janaM	acc. sg. m.	janaM	6	karma	5	karma
5	rantuM	conj.	rantuM	6	prayojanam	6	prayojanam
6	tvarayati	pr. ac. sg. 3	tvarayati	0	root	0	root

1	ime	nom. pl. m.	ime	2	viseranam	2	viseranam
2	granTAH	nom. pl. m.	granTAH	6	karwa	6	karwa
3	tasya	g. sg. n.	tasya	4	rartisambanxah	4	rartisambanxah
4	gfhe	loc. sg. n.	gfhe	6	axikaranam	6	axikaranam
5	na	part.	na	6	sambanxah	6	sambanxah
6	Asan	impft. [2] ac. pl. 3	Asan	0	root	0	root

1	SaWAnAm	g. pl. m.	SaWAnAm	2	rartisambanxah	2	rartisambanxah
2	caritam	nom. sg. n.	caritam	3	karwa	3	karma
3	garhyam	nom. sg. n.	garhyam	0	root	0	root

1	kuRWitaviDucCawAsPuratsanDyAkAlInameGaH	nom. sg. m.	kuRWitaviDucCawAsPuratsanDyAkAlInameGaH	2	prawiyogi	2	prawiyogi
2	iva	part.	iva	3	anuyogi	3	anuyogi
3	tvam	nom. sg. *	tvam	5	karwa	5	karwa
4	tUzRIm	adv.	tUzRIm	5	kriyaviseranam	5	kriyaviseranam
5	sTitaH	pp.	sTitaH	0	root	0	root

1	saH	nom. sg. m.	saH	3	karwa	3	karwa
2	tat	nom. sg. n.	tat	3	karma	3	karma
3	BakzitavAn	ppa.	BakzitavAn	0	root	0	root

1	vyADim	acc. sg. m.	vyADim	3	karma	3	karma
2	na	part.	na	3	sambanxah	3	sambanxah
3	gaRayAmi	pr. [10] ac. sg. 1	gaRayAmi	0	root	0	root

1	idaM	acc. sg. n.	idaM	2	karma	2	karma
2	vicArya	conj.	vicArya	5	purvakalah	6	purvakalah
3	prativeSinaH	nom. pl. m.	prativeSinaH	4	rartisambanxah	6	karwa
4	agniM	acc. sg. m.	agniM	5	karma	5	karma
5	praSamayitum	conj.	praSamayitum	6	prayojanam	6	prayojanam
6	upasTitAH	pp. . pl.	upasTitAH	0	root	0	root

1	tataH	pp.	tataH	0	root	6	apaxanam
2	te	nom. du. n.	te	3	viseranam	4	rartisambanxah
3	sarve	nom. du. n.	sarve	6	karwa	4	viseranam
4	guYjAPalam	ind.	guYjAPalam	5	upapaxasambanxah	6	axikaranam
5	paritaH	loc. sg. m.	paritaH	6	axikaranam	6	axikaranam
6	upaviSanti	pr. [6] ac. pl. 3	upaviSanti	1	sambanxah	0	root

1	hariH	nom. sg. m.	hariH	4	karwa	4	karwa
2	brAhmaReByaH	dat. pl. m.	brAhmaReByaH	4	sampraxanam	4	waxarwyam
3	nizkAn	acc. pl. m.	nizkAn	4	karma	4	karma
4	yacCati	pr. ac. sg. 3	yacCati	0	root	0	root

1	iyam	nom. sg. f.	iyam	2	viseranam	2	viseranam
2	kaTA	nom. sg. f.	kaTA	4	karwa	4	karwa
3	kim	nom. sg. n.	kim	4	karwa	4	karma
4	Sikzayati	ca. pr. ac. sg. 3	Sikzayati	0	root	0	root

1	pfTvI	nom. sg. f.	pfTvI	3	karwa	2	viseranam
2	mahattamA	nom. pl. m.	mahattamA	3	karwqsamanaxikaranam	3	karwa
3	asti	pr. [2] ac. sg. 3	asti	4	prawiyogi	4	prawiyogi
4	iti	part.	iti	5	anuyogi	6	anuyogi
5	vizRoH	g. sg. m.	vizRoH	6	rartisambanxah	6	rartisambanxah
6	uttaram	nom. sg. n.	uttaram	7	karwa	7	karwa
7	AsIt	aor. [5] ac. sg. 3	AsIt	0	root	0	root

1	sinDavaH	nom. pl. m.	sinDavaH	5	karwa	5	karwa
2	sapatnIH	acc. pl. f.	sapatnIH	3	viseranam	5	karma
3	naganimnagAH	acc. pl. f.	naganimnagAH	5	karma	5	karma
4	abDiM	acc. sg. m.	abDiM	5	karma	5	karma
5	prApayanti	pr. ac. pl. 3	prApayanti	0	root	0	root

1	munayaH	nom. pl. m.	munayaH	3	karwa	3	karwa
2	vanOkasaH	nom. pl. m.	vanOkasaH	3	karwqsamanaxikaranam	3	karwqsamanaxikaranam
3	aBavan	impft . ac. pl. 3	aBavan	0	root	0	root

1	BikzukeByaH	dat. pl. m.	BikzukeByaH	3	waxarwyam	3	karwa
2	nizkAn	acc. pl. m.	nizkAn	3	karma	3	karma
3	ayacCam	impft . ac. sg. 1	ayacCam	0	root	0	root

1	kiYcit	nom. sg. n.	kiYcit	4	karma	4	karwa
2	api	conj.	api	1	sambanxah	1	sambanxah
3	na	conj.	na	4	sambanxah	4	sambanxah
4	prAptam	pp. . sg.	prAptam	0	root	0	root

1	tO	nom. du. m.	tO	5	karwa	5	karwa
2	kutrApi	conj.	kutrApi	5	axikaranam	5	axikaranam
3	sItAm	acc. sg. f.	sItAm	5	karma	5	karma
4	na	conj.	na	5	sambanxah	5	sambanxah
5	apaSyatAm	impft . ac. du. 3	apaSyatAm	0	root	0	root

1	pitA	nom. sg. m.	pitA	3	karwa	3	karwa
2	BavataH	g. sg. m.	BavataH	1	rartisambanxah	3	karwqsamanaxikaranam
3	asti	pr. [2] ac. sg. 3	asti	0	root	0	root

1	ataH	adv.	ataH	5	hewuh	5	hewuh
2	paTikagfham	nom. sg. n.	paTikagfham	5	karwa	5	karwa
3	eva	adv.	eva	2	sambanxah	2	sambanxah
4	idam	nom. sg. n.	idam	5	karwqsamanaxikaranam	5	karwqsamanaxikaranam
5	aBavat	impft. [1] ac. sg. 3	aBavat	0	root	0	root

1	amunA	inst. sg. m.	amunA	5	karwa	2	karwa
2	nimajjati	pr. ac. sg. 3	nimajjati	3	prawiyogi	3	prawiyogi
3	iti	conj.	iti	4	anuyogi	4	anuyogi
4	drutam	conj.	drutam	5	kriyaviseranam	5	kriyaviseranam
5	ASlezi	impft. md. sg. 3	ASlezi	0	root	0	root

1	na	part.	na	3	sambanxah	3	sambanxah
2	mahyam	dat. sg. *	mahyam	3	sampraxanam	3	karwa
3	asti	pr. [2] ac. sg. 3	asti	0	root	0	root

1	prajAnAm	g. pl. f.	prajAnAm	2	rartisambanxah	2	rartisambanxah
2	Darme	loc. sg. m.	Darme	5	axikaranam	5	axikaranam
3	pravartanam	acc. sg. m.	pravartanam	5	karma	4	viseranam
4	nfpEH	i. pl. m.	nfpEH	5	karwa	5	karma
5	kriyate	pr. ps. sg. 3	kriyate	0	root	0	root

1	pAScAtyadeSAH	nom. pl. m.	pAScAtyadeSAH	7	karwa	2	viseranam
2	BOtikasampadA	i. sg. n.	BOtikasampadA	3	karwqsamanaxikaranam	7	axikaranam
3	sampannAH	nom. pl. f.	sampannAH	7	karwqsamanaxikaranam	2	viseranam
4	api	conj.	api	3	sambanxah	3	sambanxah
5	anDakAre	loc. sg. m.	anDakAre	7	axikaranam	7	axikaranam
6	eva	prep.	eva	5	sambanxah	5	sambanxah
7	santi	pr. [2] ac. pl. 3	santi	0	root	0	root

1	uta	conj.	uta	2	sambanxah	7	sambanxah
2	atra	loc. sg. n.	atra	7	axikaranam	7	axikaranam
3	eva	prep.	eva	2	sambanxah	2	sambanxah
4	anaSanam	acc. sg. n.	anaSanam	5	karma	5	karma
5	kftvA	abs.	kftvA	7	purvakalah	7	purvakalah
6	prARAn	acc. pl. m.	prARAn	7	karma	7	karma
7	parityajAmi	pr. [1] ac. sg. 1	parityajAmi	0	root	0	root

1	citrakAraH	nom. sg. m.	citrakAraH	3	karwa	3	karwa
2	taTEva	conj.	taTEva	3	kriyaviseranam	3	kriyaviseranam
3	kftavAn	pp. . sg.	kftavAn	0	root	0	root

1	SuBAnAM	g. pl. m.	SuBAnAM	2	rartisambanxah	3	rartisambanxah
2	karmaRAM	g. pl. m.	karmaRAM	3	rartisambanxah	3	rartisambanxah
3	AramBaH	nom. sg. m.	AramBaH	5	karwa	5	karwa
4	kalyARAya	dat. sg. n.	kalyARAya	3	waxarwyam	5	prayojanam
5	Bavati	pr. ac. sg. 3	Bavati	0	root	0	root

1	mama	g. sg. *	mama	2	rartisambanxah	2	rartisambanxah
2	hfdayam	nom. sg. n.	hfdayam	7	karwa	7	karwa
3	tu	conj.	tu	2	sambanxah	2	sambanxah
4	tatra	adv.	tatra	5	viseranam	7	kriyaviseranam
5	vfkze	loc. sg. m.	vfkze	7	axikaranam	7	axikaranam
6	eva	prep.	eva	5	sambanxah	5	sambanxah
7	asti	pr. [2] ac. sg. 3	asti	0	root	0	root

1	aDastAt	loc. sg. n.	aDastAt	5	axikaranam	2	hewuh
2	saH	nom. sg. m.	saH	4	viseranam	4	viseranam
3	eva	prep.	eva	2	sambanxah	2	sambanxah
4	siMhaH	nom. sg. m.	siMhaH	6	karwa	5	karwa
5	sTitaH	nom. sg. m.	sTitaH	6	karwqsamanaxikaranam	6	karwqsamanaxikaranam
6	AsIt	aor. [5] ac. sg. 3	AsIt	0	root	0	root

1	DanikaM	acc. sg. m.	DanikaM	3	sambanxah	2	viseranam
2	dravyaM	acc. sg. m.	dravyaM	3	sambanxah	3	karma
3	yAcete	pr. md. du. 3	yAcete	0	root	0	root
4	BikzukO	voc. du. m.	BikzukO	3	karwa	3	karwa

1	tava	g. sg. *	tava	2	rartisambanxah	2	rartisambanxah
2	avajYApekzayA	nom. pl. m.	avajYApekzayA	6	viseranam	4	viseranam
3	aDikena	nom. pl. f.	aDikena	4	viseranam	6	karwa
4	SApena	i. sg. m.	SApena	6	karwa	6	hewuh
5	aham	nom. sg. *	aham	6	karma	6	karwa
6	SaptA	per. fut. ac. sg. 3	SaptA	0	root	0	root

1	tvam	nom. sg. *	tvam	7	karwa	7	karwa
2	ekena	i. sg. m.	ekena	4	viseranam	4	viseranam
3	eva	prep.	eva	2	sambanxah	2	sambanxah
4	prahAreRa	i. sg. m.	prahAreRa	6	karanam	5	upapaxasambanxah
5	paScAt	abl. sg. m.	paScAt	6	kriyaviseranam	6	axikaranam
6	gataH	nom. sg. m.	gataH	7	karwqsamanaxikaranam	7	karwqsamanaxikaranam
7	asi	pr. [2] ac. sg. 2	asi	0	root	0	root

1	ataH	i. sg. n..	ataH	8	hewuh	6	hewuh
2	anena	i. sg. m.	anena	8	karanam	3	viseranam
3	rAjA	nom. sg. m.	rAjA	8	karwa	8	karwa
4	api	conj.	api	3	sambanxah	3	sambanxah
5	svakartavyam	acc. sg. n.	svakartavyam	6	karma	6	karma
6	pAlayitvA	ca. abs.	pAlayitvA	8	purvakalah	8	purvakalah
7	SudDaH	nom. sg. m.	SudDaH	8	karwqsamanaxikaranam	8	karwqsamanaxikaranam
8	aBUt	aor. [1] ac. sg. 3	aBUt	0	root	0	root

1	aham	nom. sg. *	aham	4	karwa	4	karwa
2	tvAm	acc. sg. *	tvAm	3	karma	3	karma
3	netum	inf.	netum	4	prayojanam	4	prayojanam
4	AgatA	pp.	AgatA	0	root	0	root

1	tasya	g. sg. n.	tasya	3	rartisambanxah	3	rartisambanxah
2	kAnicit	nom. pl. n.	kAnicit	3	viseranam	3	viseranam
3	patrARi	nom. pl. n.	patrARi	7	karwa	6	samucciwam
4	pItavarRAni	nom. pl. n.	pItavarRAni	6	samucciwam	6	samucciwam
5	SuzkaprAyARi	nom. pl. n.	SuzkaprAyARi	6	samucciwam	6	samucciwam
6	ca	conj.	ca	7	karwqsamanaxikaranam	7	karwqsamanaxikaranam
7	ajAyanta	impft. [4] md. pl. 3	ajAyanta	0	root	0	root

1	kaviH	nom. sg. m.	kaviH	3	karwa	3	karwa
2	buDO	acc. du. m.	buDO	3	karma	3	karma
3	SaMsati	pr. [1] ac. sg. 3	SaMsati	0	root	0	root

1	rAmatIrTasya	g. sg. m.	rAmatIrTasya	2	rartisambanxah	7	samboxyah
2	mahilAm	acc. sg. f.	mahilAm	3	prawiyogi	3	prawiyogi
3	prati	prep.	prati	4	anuyogi	4	anuyogi
4	kaTanam	nom. sg. n.	kaTanam	7	karwa	7	karwa
5	rAmatIrTam	acc. sg. n.	rAmatIrTam	7	sambanxah	7	karma
6	kim	acc. sg. n.	kim	7	sambanxah	7	karma
7	sADayati	ca. pr. ac. sg. 3	sADayati	0	root	0	root

1	gaReSaH	nom. sg. m.	gaReSaH	6	karwa	6	karwa
2	api	conj.	api	1	sambanxah	1	sambanxah
3	tat	acc. sg. n.	tat	4	karma	4	karma
4	svIkftya	conj.	svIkftya	6	purvakalah	6	purvakalah
5	leKane	loc. sg. n.	leKane	6	axikaranam	6	axikaranam
6	pravfttaH	pp. . sg.	pravfttaH	0	root	0	root

1	tvam	nom. sg. *	tvam	6	karwa	6	karwa
2	mama	g. sg. *	mama	5	rartisambanxah	5	rartisambanxah
3	ekaH	nom. sg. m.	ekaH	5	viseranam	5	viseranam
4	eva	prep.	eva	3	sambanxah	3	sambanxah
5	putraH	nom. sg. m.	putraH	6	karwqsamanaxikaranam	6	karwqsamanaxikaranam
6	asi	pr. [2] ac. sg. 2	asi	0	root	0	root

1	idaM	acc. sg. n.	idaM	2	karma	2	karma
2	nirmAtuM	conj.	nirmAtuM	6	prayojanam	6	prayojanam
3	kati	nom. pl. *.	kati	4	viseranam	4	viseranam
4	viSvakarmARaH	nom. pl. m.	viSvakarmARaH	6	karwa	6	karwa
5	SramaM	acc. sg. m.	SramaM	6	karma	6	karma
6	kftavantaH	pp. . pl.	kftavantaH	0	root	0	root

1	yad	ind.	yad	7	sambanxah	7	sambanxah
2	<_UNK>	nom. pl. n.	<_UNK>	3	viseranam	3	viseranam
3	<_UNK>	nom. pl. n.	<_UNK>	5	karwa	5	karwa
4	<_UNK>	acc. pl. f.	<_UNK>	5	karma	5	karma
5	<_UNK>	<_UNK>	<_UNK>	6	prawiyogi	6	prawiyogi
6	iva	ind.	iva	7	anuyogi	7	anuyogi
7	<_UNK>	pft. ac. pl. 3	<_UNK>	0	root	0	root

1	satkAryezu	loc. pl. m.	satkAryezu	2	axikaranam	2	axikaranam
2	niyuYjanti	pr. [7] ac. pl. 3	niyuYjanti	0	root	0	root
3	SizwAm	acc. sg. f.	SizwAm	5	viseranam	2	karma
4	svAm	acc. sg. f.	svAm	5	viseranam	3	viseranam
5	sampadAm	g. pl. f.	sampadAm	2	karma	2	karma
6	sadA	loc. sg. n.	sadA	2	axikaranam	2	axikaranam

1	tAH	nom. pl. f.	tAH	2	viseranam	2	viseranam
2	sarvAH	nom. pl. f.	sarvAH	5	karwa	5	karwa
3	tava	g. sg. *	tava	5	rartisambanxah	5	rartisambanxah
4	eva	prep.	eva	3	sambanxah	3	sambanxah
5	sTitAH	pp.	sTitAH	0	root	0	root

1	taM	acc. sg. m.	taM	6	karma	6	karma
2	<_UNK>	i. sg. f.	<_UNK>	3	viseranam	3	viseranam
3	<_UNK>	i. sg. f.	<_UNK>	8	karanam	8	karanam
4	maRInAM	g. pl. m.	maRInAM	5	rartisambanxah	5	rartisambanxah
5	<_UNK>	i. sg. m.	<_UNK>	6	karanam	6	karanam
6	<_UNK>	<_UNK>	<_UNK>	7	viseranam	7	viseranam
7	<_UNK>	nom. du. n.	<_UNK>	8	karwa	8	karwa
8	<_UNK>	pft. ac. du. 3	<_UNK>	0	root	0	root

1	kA	nom. sg. f.	kA	3	viseranam	3	viseranam
2	vA	conj.	vA	1	sambanxah	1	sambanxah
3	gaRanA	nom. sg. f.	gaRanA	5	karwa	4	viseranam
4	saYcetanezu	loc. pl. m.	saYcetanezu	5	axikaranam	5	karwqsamanaxikaranam
5	asti	pr. [2] ac. sg. 3	asti	0	root	0	root

1	sA	nom. sg. f.	sA	6	karwa	6	karwa
2	tu	conj.	tu	1	sambanxah	1	sambanxah
3	suKam	acc. sg. m.	suKam	5	samucciwam	5	samucciwam
4	SAntim	acc. sg. f.	SAntim	5	samucciwam	5	samucciwam
5	ca	conj.	ca	6	karma	6	karma
6	icCati	pr. ac. sg. 3	icCati	0	root	0	root

1	devasya	g. sg. n.	devasya	2	rartisambanxah	2	rartisambanxah
2	prasAdena	i. sg. m.	prasAdena	3	hewuh	3	hewuh
3	jIvAmi	pr. [1] ac. sg. 1	jIvAmi	0	root	0	root

1	kim	tasil	kim	6	sambanxah	6	sambanxah
2	idam	nom. sg. n.	idam	3	viseranam	5	viseranam
3	aBinandanIyam	nom. sg. n.	aBinandanIyam	5	viseranam	5	viseranam
4	suKakaram	nom. sg. n.	suKakaram	5	viseranam	5	viseranam
5	kAryam	nom. sg. n.	kAryam	6	karwa	6	karwqsamanaxikaranam
6	asti	pr. [2] ac. sg. 3	asti	0	root	0	root

1	kapayaH	nom. pl. f.	kapayaH	3	karwa	3	karwa
